WTGID,Loc,MonthStartDate,f1,f2,f3,f4,f5,f6,target,Dataset
1,0,1/1/2023 0:00,18,957.789366,20.87454638,68.13481259,70.71777036,49.84322398,0,model
1,0,3/1/2023 0:00,14,660.384368,15.0924265,65.74290614,68.52833023,53.43590373,2,model
1,0,10/1/2023 0:00,21,1210.95,21.30270069,66.72867801,69.23288062,47.93017993,2,val
1,0,11/1/2023 0:00,11,663.835767,16.684462,53.4458513,57.01439493,40.32993294,0,val
1,0,12/1/2023 0:00,10,637.476813,14.8334306,52.73609437,56.38132571,41.54789511,0,val
1,0,1/1/2024 0:00,9,807.604542,12.31707326,50.72089402,54.28604908,41.96897582,0,val
1,0,2/1/2024 0:00,13,779.106856,15.44163294,53.28255407,56.96136622,41.51973328,0,val
2,0,3/1/2023 0:00,17,777.074521,21.77827203,62.69186994,66.17553257,44.39726054,0,model
2,0,12/1/2023 0:00,11,684.034758,14.45219724,61.31763739,63.23615034,48.7839531,0,val
3,0,3/1/2023 0:00,15,674.619574,17.73122819,50.97707159,52.65006935,34.91884116,0,model
3,0,10/1/2023 0:00,22,246.417434,23.52426276,57.10273308,58.35921295,34.83495019,0,val
3,0,11/1/2023 0:00,12,254.783235,16.78983656,51.93433137,53.59500421,36.80516765,0,val
3,0,12/1/2023 0:00,9,284.676785,15.12635633,50.89656277,52.76621672,37.63986039,0,val
3,0,1/1/2024 0:00,10,264.500703,13.51109986,49.49315182,51.45300422,37.94190436,0,val
3,0,2/1/2024 0:00,14,226.433394,16.27041697,51.89988366,53.77228413,37.50186716,0,val
4,0,1/1/2022 0:00,15,1211.71251,20.28188613,58.23995046,62.607915,42.32602887,2,model
4,0,12/1/2022 0:00,20,814.943037,21.55071519,47.16575077,49.75908101,28.20836582,0,model
4,0,1/1/2023 0:00,19,815.900214,20.7385132,45.98872409,48.5220464,27.78353319,0,model
4,0,2/1/2023 0:00,16,818.404145,19.0788456,45.19775222,47.75470052,28.67585492,0,model
4,0,3/1/2023 0:00,14,645.745111,15.89671556,46.39015815,48.96626556,33.06955,0,model
4,0,10/1/2023 0:00,22,248.133507,21.61886911,51.65696815,54.26365314,32.64478403,0,val
4,0,11/1/2023 0:00,12,266.457836,15.31022593,46.5862993,49.28019093,33.969965,0,val
4,0,12/1/2023 0:00,9,291.119627,13.36996701,45.52296578,48.27407699,34.90410998,0,val
4,0,1/1/2024 0:00,10,268.574548,12.2962538,44.04983852,46.7874953,34.4912415,0,val
5,0,10/1/2023 0:00,23,312.036346,23.88524105,53.84517012,56.67710169,32.79186064,0,val
5,0,12/1/2023 0:00,9,1509.821247,14.487914,46.17752876,48.94845025,34.46053626,0,val
6,0,10/1/2023 0:00,23,308.837126,23.82292176,55.05435467,58.48916358,34.66624182,0,val
6,0,11/1/2023 0:00,11,1292.656702,17.44104348,49.8508438,53.5752971,36.13425362,0,val
6,0,12/1/2023 0:00,9,1387.561131,14.76532611,47.86103369,51.6618231,36.89649699,0,val
6,0,1/1/2024 0:00,10,1271.694458,14.30270277,47.30097691,51.04537657,36.7426738,0,val
7,0,10/1/2022 0:00,16,806.658252,21.84766559,65.95600899,67.55884035,45.71117476,0,model
7,0,12/1/2022 0:00,3,841.246153,10.35166864,59.48490151,61.16595148,50.81428284,0,model
7,0,1/1/2023 0:00,5,891.903129,11.10766107,58.88699703,60.29882977,49.1911687,0,model
7,0,2/1/2023 0:00,4,982.597042,11.72766325,58.10649741,59.3479909,47.62032765,0,model
7,0,3/1/2023 0:00,2,1008.542052,10.85740551,55.48088055,56.54793867,45.69053317,0,model
7,0,11/1/2023 0:00,3,880.85772,10.45036213,51.66638113,52.65600551,42.20564338,0,val
7,0,1/1/2024 0:00,5,571.12753,10.77643949,51.96969969,52.9073942,42.13095471,0,val
7,0,2/1/2024 0:00,2,566.631368,10.29303226,51.08022642,51.98587319,41.69284093,0,val
8,0,10/1/2022 0:00,15,824.144591,22.55867347,50.69370726,52.76024898,30.20157551,0,model
8,0,12/1/2022 0:00,2,835.402607,10.16396319,46.0685939,48.66028067,38.49631748,0,model
8,0,1/1/2023 0:00,5,911.142378,10.81105022,47.94870553,50.71310749,39.90205727,0,model
8,0,2/1/2023 0:00,4,1002.751882,11.58986118,49.54254431,52.27085412,40.68099294,0,model
8,0,3/1/2023 0:00,2,1009.577056,10.91262193,48.04371172,50.80348196,39.89086003,0,model
8,0,1/1/2024 0:00,5,597.209287,10.90366637,49.29802234,55.56730478,44.66363841,0,val
8,0,2/1/2024 0:00,2,616.509383,10.22211394,48.36253441,54.90402145,44.68190751,0,val
9,0,1/1/2024 0:00,5,645.844195,10.95570634,44.76664921,47.78988,36.83417366,0,val
9,0,2/1/2024 0:00,2,677.489789,10.37423724,44.32669002,47.48425676,37.11001952,0,val
10,0,10/1/2022 0:00,15,866.575883,22.40780512,48.4147683,51.19819367,28.79038855,0,model
10,0,1/1/2023 0:00,4,939.777963,10.90613345,43.31646395,46.63421598,35.72808253,0,model
10,0,2/1/2023 0:00,4,1027.26658,11.4647635,44.2855904,48.53498972,37.07022622,0,model
10,0,1/1/2024 0:00,5,634.937248,10.87496756,45.02311521,48.31031096,37.4353434,0,val
10,0,2/1/2024 0:00,2,683.340366,10.24961009,45.04836544,49.0111055,38.76149541,0,val
11,0,3/1/2023 0:00,2,1100.362427,10.62108285,54.12690495,64.77502312,54.15394027,2,model
11,0,1/1/2024 0:00,5,642.28861,10.68472683,49.41525375,52.31271525,41.62798842,0,val
11,0,2/1/2024 0:00,3,653.562593,10.42216542,49.28651813,52.21834575,41.79618033,0,val
12,0,10/1/2022 0:00,15,886.66941,22.40970919,68.82176924,71.58541152,49.17570233,0,model
12,0,1/1/2023 0:00,5,972.624207,11.03879443,55.27864703,57.55986263,46.5210682,0,model
12,0,2/1/2023 0:00,4,1059.078457,11.86564338,54.62284053,57.58974818,45.7241048,0,model
12,0,1/1/2024 0:00,5,665.147029,10.84343742,50.6622027,53.85978761,43.01635019,0,val
12,0,2/1/2024 0:00,2,735.328864,10.38006145,49.77102938,52.9164041,42.53634264,0,val
13,0,1/1/2023 0:00,1,1075.836363,10.97772863,54.98679708,58.40083582,47.42310719,0,model
13,0,2/1/2023 0:00,4,1085.03096,11.96592384,57.14898252,60.6006904,48.63476656,0,model
13,0,3/1/2023 0:00,2,1086.822115,10.54833173,55.65388088,58.90221955,48.35388782,0,model
13,0,1/1/2024 0:00,4,661.178394,10.69052527,58.47118963,62.85310406,52.16257879,2,val
13,0,2/1/2024 0:00,3,740.054104,10.19725,60.35285862,64.63296642,54.43571642,2,val
14,0,12/1/2022 0:00,3,956.252044,10.32701301,43.80118546,47.10689033,36.77987732,0,model
14,0,1/1/2023 0:00,4,984.908718,10.96255567,44.51099101,48.89453571,37.93198004,0,model
14,0,2/1/2023 0:00,4,1062.924962,11.85407132,46.04798432,50.69055126,38.83647994,0,model
14,0,3/1/2023 0:00,3,1073.151433,10.66615177,44.66793198,49.42871669,38.76256492,0,model
14,0,1/1/2024 0:00,5,704.008581,10.53121541,41.69517338,45.05143433,34.52021891,0,val
14,0,2/1/2024 0:00,2,676.705891,10.37041973,42.38795418,46.02946097,35.65904124,0,val
15,0,1/1/2023 0:00,2,987.456477,11.84016448,44.28371664,46.08390247,34.24373799,0,model
15,0,1/1/2024 0:00,5,622.707557,11.50110808,42.72706727,45.66775835,34.16665026,0,val
15,0,2/1/2024 0:00,2,642.188671,10.72294825,41.77202331,44.63265455,33.90970629,0,val
16,0,12/1/2022 0:00,3,962.473529,10.41463529,48.37213704,52.41877255,42.00413725,0,model
16,0,1/1/2023 0:00,4,998.570349,10.7718106,55.27525705,60.95356708,50.18175648,0,model
16,0,2/1/2023 0:00,4,1046.716442,11.28290566,56.69664151,62.61848383,51.33557817,0,model
16,0,3/1/2023 0:00,3,1040.183091,10.55417552,55.06048685,61.08454428,50.53036876,0,model
16,0,1/1/2024 0:00,5,646.42738,11.15628205,47.30082641,59.40599359,48.24971154,0,val
16,0,2/1/2024 0:00,2,674.618545,10.45839911,46.533318,58.44701187,47.98861276,0,val
17,0,10/1/2022 0:00,14,927.945061,22.28506173,71.16655213,73.27358951,50.98852778,2,model
17,0,12/1/2022 0:00,8,975.583033,20.01162275,65.1760031,68.36475449,48.35313174,0,model
17,0,1/1/2023 0:00,6,1041.764212,19.59731849,61.30717256,63.41755137,43.82023288,0,model
17,0,2/1/2023 0:00,4,1054.971509,12.04828914,57.76326971,59.97955571,47.93126657,0,model
17,0,3/1/2023 0:00,3,1024.997543,10.92935405,54.64229255,56.92000578,45.99065173,0,model
17,0,1/1/2024 0:00,5,652.132707,10.70490909,52.87741392,54.53084684,43.82593775,0,val
17,0,2/1/2024 0:00,2,666.522253,10.3201127,52.23217784,53.85383595,43.53372325,0,val
18,0,10/1/2022 0:00,15,885.409831,21.86404635,58.78753402,63.58861376,41.72456742,0,model
18,0,1/1/2023 0:00,4,967.173007,10.74917029,52.07096971,57.4519067,46.70273641,0,model
18,0,2/1/2023 0:00,4,1063.003719,11.55777539,52.95017676,58.0001774,46.442402,0,model
18,0,3/1/2023 0:00,3,1051.904565,10.47130339,50.60773196,55.34156112,44.87025773,0,model
18,0,1/1/2024 0:00,5,645.543761,10.46152569,47.35650326,50.42882569,39.9673,0,val
18,0,2/1/2024 0:00,2,668.825931,10.19728223,46.66673384,49.91872923,39.72144699,0,val
19,0,10/1/2022 0:00,15,860.642678,22.14146652,56.60229588,59.84099886,37.69953235,0,model
19,0,12/1/2022 0:00,8,900.329462,20.0062061,51.41775746,55.04104354,35.03483745,0,model
19,0,1/1/2023 0:00,6,940.460392,15.62111059,49.70585952,52.32728784,36.70617725,0,model
19,0,2/1/2023 0:00,4,1024.399629,11.81525556,49.17376104,51.58224938,39.76699383,0,model
19,0,3/1/2023 0:00,2,1014.29303,10.99269394,47.17304226,50.40352879,39.41083485,0,model
19,0,1/1/2024 0:00,5,604.485421,10.89856948,45.84604935,49.6432873,38.74471782,0,val
19,0,2/1/2024 0:00,2,606.897423,10.2717816,45.10507048,48.83165276,38.55987117,0,val
20,0,10/1/2022 0:00,15,816.420219,22.23454781,59.91547776,63.31088048,41.07633267,0,model
20,0,12/1/2022 0:00,8,843.268937,20.0018545,59.32269849,65.071306,45.0694515,0,model
20,0,1/1/2023 0:00,6,872.408458,15.56432921,56.04519179,61.04774105,45.48341184,0,model
20,0,2/1/2023 0:00,4,973.680617,11.51485679,54.07770809,57.81739877,46.30254198,0,model
20,0,3/1/2023 0:00,2,992.106361,10.64851272,51.18101894,54.31804071,43.66952799,0,model
20,0,11/1/2023 0:00,3,910.743186,10.37549904,49.44000128,53.27910173,42.90360269,0,val
20,0,1/1/2024 0:00,5,555.485641,10.77343932,49.61517816,53.8640094,43.09057009,0,val
20,0,2/1/2024 0:00,2,549.393133,10.1251867,48.45369754,53.01411266,42.88892597,0,val
21,0,10/1/2022 0:00,15,820.329897,22.23122143,58.73121587,61.54263571,39.31141429,0,model
21,0,12/1/2022 0:00,3,850.657285,10.32898132,55.01272976,60.16411706,49.83513574,2,model
21,0,1/1/2023 0:00,5,872.301814,10.99459543,57.53760999,62.6152836,51.62068817,0,model
21,0,2/1/2023 0:00,4,959.822566,11.76008407,58.52090093,63.8577135,52.09762942,0,model
21,0,3/1/2023 0:00,2,973.011898,10.47468414,55.69966415,61.13014164,50.65545751,0,model
21,0,1/1/2024 0:00,4,561.546509,10.83812564,47.39620189,55.3119133,44.47378766,0,val
21,0,2/1/2024 0:00,2,557.673305,10.14981328,46.81837621,54.68100553,44.53119225,0,val
22,0,10/1/2022 0:00,14,823.826058,22.43538436,69.13341079,71.3899544,48.95457003,2,model
22,0,3/1/2023 0:00,2,983.415866,10.61076128,49.61688776,52.25695342,41.64619214,0,model
22,0,11/1/2023 0:00,2,894.996387,10.22876616,47.04131453,49.76212548,39.53335932,0,val
22,0,1/1/2024 0:00,5,588.909022,10.59611053,47.65703492,50.36625564,39.77014511,0,val
22,0,2/1/2024 0:00,2,558.099332,10.08984427,47.10788123,49.80540712,39.71556285,0,val
23,0,1/1/2023 0:00,4,973.26996,11.06041617,48.84528864,50.95188623,39.89147006,0,model
23,0,2/1/2023 0:00,4,1064.052547,11.95018341,50.94532525,53.20265357,41.25247016,0,model
23,0,3/1/2023 0:00,2,1034.224094,10.76000279,49.59216465,51.91663649,41.1566337,0,model
23,0,1/1/2024 0:00,4,638.688867,11.2460434,48.22509025,50.72876132,39.48271792,0,val
23,0,2/1/2024 0:00,2,682.169333,10.64359259,47.48195572,50.0272,39.38360741,0,val
24,0,1/1/2023 0:00,2,1048.995657,10.86203448,49.52828509,53.42481737,42.56278289,0,model
24,0,2/1/2023 0:00,5,1045.261548,11.17827103,50.36036983,54.31473031,43.13645928,0,model
24,0,3/1/2023 0:00,3,1047.020563,10.38681924,49.0433302,52.83973134,42.45291211,0,model
24,0,1/1/2024 0:00,4,640.874452,11.16151338,55.57746486,61.12635523,49.96484185,0,val
24,0,2/1/2024 0:00,2,672.739353,10.32487959,54.50311013,59.98369457,49.65881498,0,val
25,0,10/1/2022 0:00,15,904.243856,21.99541369,49.73431277,53.24313997,31.24772628,0,model
25,0,2/1/2023 0:00,4,1036.571387,11.06878035,44.73986496,48.06167341,36.99289306,0,model
25,0,3/1/2023 0:00,2,1036.329868,10.22724305,43.58601139,46.8809429,36.65369985,0,model
25,0,1/1/2024 0:00,5,612.490009,10.66338945,46.15729787,49.47396022,38.81057077,0,val
25,0,2/1/2024 0:00,2,662.877396,10.24729328,45.78139342,48.78911588,38.5418226,0,val
26,0,10/1/2022 0:00,15,930.570194,21.89323633,48.4198058,50.79036684,28.89713051,0,model
26,0,1/1/2023 0:00,7,1016.036059,16.73832488,45.63794355,48.76920392,32.03087903,0,model
26,0,2/1/2023 0:00,4,1013.809811,10.90435849,46.96794312,50.82140629,39.9170478,0,model
26,0,3/1/2023 0:00,3,1006.954951,10.26247838,46.27296467,50.27858298,40.0161046,0,model
26,0,1/1/2024 0:00,4,605.447553,11.01023004,52.88244406,58.58858712,47.57835708,0,val
26,0,2/1/2024 0:00,2,647.587858,10.29990587,52.09682022,57.63313097,47.3332251,0,val
27,0,12/1/2022 0:00,5,270.314675,19.99390779,49.10753117,51.33673506,31.34282727,0,model
27,0,1/1/2023 0:00,8,290.346483,19.99785391,48.89125316,51.73312789,31.73527398,0,model
27,0,2/1/2023 0:00,7,344.745281,20.00472121,48.47066772,51.3453342,31.34061299,0,model
27,0,4/1/2023 0:00,14,234.110358,18.64578685,48.7080394,51.59301394,32.94722709,0,model
27,0,5/1/2023 0:00,19,242.680889,17.45966392,51.81717847,54.81419605,37.35453213,0,model
27,0,9/1/2023 0:00,19,268.601464,21.73244456,55.2283682,58.10977301,36.37732845,0,val
27,0,10/1/2023 0:00,10,294.156721,11.56726335,46.87619562,49.91139042,38.34412707,0,val
27,0,11/1/2023 0:00,2,399.970034,10.12501916,44.12794561,47.09187631,36.96685714,0,val
27,0,1/1/2024 0:00,2,394.177844,10.05682798,45.38515008,48.43469545,38.37786747,0,val
27,0,2/1/2024 0:00,3,301.453406,10.09317772,44.82608625,47.75899448,37.66581676,0,val
28,0,8/1/2022 0:00,27,408.889479,30.49187961,74.36446324,76.56345336,46.07157375,2,model
28,0,10/1/2022 0:00,15,126.35728,20.93782927,62.15054472,65.0535898,44.11576053,0,model
28,0,12/1/2022 0:00,5,294.693203,19.99943042,59.59456257,62.43792395,42.43849353,0,model
28,0,1/1/2023 0:00,8,297.884528,20.00155072,58.24961766,60.93859068,40.93703996,0,model
28,0,2/1/2023 0:00,7,342.925735,20.00475778,57.64734118,60.24364676,40.23888898,0,model
28,0,3/1/2023 0:00,6,251.481491,11.80425401,53.85144812,56.39021719,44.58596317,0,model
28,0,4/1/2023 0:00,14,241.017254,13.04289608,56.81666078,59.38477255,46.34187647,0,model
28,0,5/1/2023 0:00,19,245.942214,18.03746886,60.63727067,63.17077855,45.13330969,0,model
28,0,9/1/2023 0:00,18,275.147973,21.37056627,62.60174419,65.09361008,43.72304381,0,val
28,0,10/1/2023 0:00,9,287.754144,11.48503351,53.85285597,56.3968254,44.91179189,0,val
28,0,11/1/2023 0:00,2,391.672472,10.11057543,51.31108467,53.68025194,43.56967652,0,val
28,0,1/1/2024 0:00,2,399.266915,10.05259322,52.4588348,54.85973898,44.80714576,0,val
28,0,2/1/2024 0:00,2,301.625415,10.0550342,51.94835264,54.28278835,44.22775416,0,val
29,0,12/1/2022 0:00,5,279.585126,19.99812749,46.15882928,48.2508579,28.25273041,0,model
29,0,1/1/2023 0:00,8,293.891254,19.99996318,46.62678219,49.03946951,29.03950633,0,model
29,0,2/1/2023 0:00,8,350.231499,20.00330435,47.28928611,49.79992813,29.79662378,0,model
29,0,3/1/2023 0:00,6,253.382589,11.69993362,44.71845109,47.84521654,36.14528292,0,model
29,0,9/1/2023 0:00,19,283.322722,21.55553979,55.60576304,58.61414418,37.05860438,0,val
29,0,10/1/2023 0:00,10,298.594444,11.71077203,47.25331822,50.89208812,39.18131609,0,val
29,0,11/1/2023 0:00,3,381.094534,10.12186706,45.58060118,49.25394092,39.13207386,0,val
29,0,1/1/2024 0:00,2,421.762683,10.17173169,46.907639,50.91118658,40.7394549,0,val
29,0,2/1/2024 0:00,3,307.466182,10.09465988,45.97946705,49.84163953,39.74697965,0,val
30,0,8/1/2022 0:00,27,409.32009,30.79742452,58.24713243,60.62646879,29.82904427,0,model
30,0,10/1/2022 0:00,15,153.021695,20.94677158,49.87522884,52.59167685,31.64490527,0,model
30,0,12/1/2022 0:00,4,277.794722,20.0032125,48.96415895,52.03294583,32.02973333,0,model
30,0,1/1/2023 0:00,7,307.103691,20.00243416,50.2288622,53.49803912,33.49560496,0,model
30,0,2/1/2023 0:00,7,349.186526,20.00208136,50.71876815,53.9081916,33.90611024,0,model
30,0,3/1/2023 0:00,4,252.957371,11.63756197,46.66374893,49.98222222,38.34466026,0,model
30,0,5/1/2023 0:00,19,255.936642,17.63875993,53.33888608,56.56845848,38.92969856,0,model
30,0,9/1/2023 0:00,19,286.227657,21.92698743,55.37086044,58.08094057,36.15395314,0,val
30,0,10/1/2023 0:00,10,281.831281,11.73552745,46.38729266,49.22872712,37.49319967,0,val
30,0,11/1/2023 0:00,2,385.427496,10.14523734,44.02853787,46.72667728,36.58143994,0,val
30,0,1/1/2024 0:00,2,418.168242,10.17661891,45.01132283,47.8404579,37.663839,0,val
30,0,2/1/2024 0:00,3,297.156375,10.1315765,44.68815169,47.48705464,37.35547814,0,val
31,0,5/1/2022 0:00,20,0.012524,22.4695773,63.20910285,65.71835616,43.24877886,0,model
31,0,12/1/2022 0:00,5,274.209951,19.99200161,47.5698204,49.35602729,29.36402568,0,model
31,0,1/1/2023 0:00,8,295.600103,19.99525375,48.49402543,50.73246504,30.73721129,0,model
31,0,2/1/2023 0:00,7,355.159304,20.00216522,49.51321314,52.14729826,32.14513304,0,model
31,0,3/1/2023 0:00,5,263.79494,11.92106997,47.77262122,50.79102583,38.86995587,0,model
31,0,5/1/2023 0:00,19,254.609671,19.29672263,58.26844303,61.78982117,42.49309854,0,model
31,0,9/1/2023 0:00,18,272.522245,22.75975722,61.23483624,64.40886417,41.64910695,0,val
31,0,10/1/2023 0:00,10,285.752046,12.14822027,53.10897314,56.2072729,44.05905263,0,val
31,0,11/1/2023 0:00,2,379.291654,10.194843,51.56190382,54.66194059,44.4670976,0,val
31,0,1/1/2024 0:00,2,411.577609,10.22816487,52.95003904,56.08274298,45.85457811,0,val
31,0,2/1/2024 0:00,3,303.283846,10.25327019,52.20033472,55.22243462,44.96916442,0,val
32,0,8/1/2022 0:00,27,428.317919,31.47194605,68.01680647,71.06790944,39.59596339,0,model
32,0,10/1/2022 0:00,15,146.036395,21.06833771,68.9828082,72.68090026,51.61256255,2,model
32,0,12/1/2022 0:00,5,277.778267,19.99803693,46.37619129,47.64412074,27.64608381,0,model
32,0,1/1/2023 0:00,8,289.907472,20.00594835,47.90407485,49.79801813,29.79206978,0,model
32,0,2/1/2023 0:00,8,359.486347,20.01029965,52.10299724,55.58955851,35.57925887,0,model
32,0,3/1/2023 0:00,4,271.067417,11.58435071,51.58013086,55.42529858,43.84094787,0,model
32,0,5/1/2023 0:00,19,258.464179,18.34378172,58.87801803,62.91981716,44.57603545,0,model
32,0,9/1/2023 0:00,18,279.614124,22.12889379,61.33310546,65.19021921,43.06132542,0,val
32,0,11/1/2023 0:00,2,379.123909,10.18325457,50.43668151,53.38004079,43.19678622,0,val
32,0,1/1/2024 0:00,2,415.804491,10.21772305,51.79757244,54.7294985,44.51177545,0,val
32,0,2/1/2024 0:00,3,309.142394,10.21329146,50.71218362,53.55651129,43.34321982,0,val
33,0,12/1/2022 0:00,5,275.303508,20.00247719,50.07343762,51.5440614,31.54158421,0,model
33,0,1/1/2023 0:00,8,305.730736,19.99624546,48.19832782,49.74373533,29.74748986,0,model
33,0,2/1/2023 0:00,7,347.006339,19.99917946,48.9339497,50.60263304,30.60345357,0,model
33,0,3/1/2023 0:00,6,270.745551,11.57480783,45.86762765,47.46354923,35.8887414,0,model
33,0,5/1/2023 0:00,20,246.694063,18.668718,53.18847104,55.04857328,36.37985529,0,model
33,0,9/1/2023 0:00,18,291.176621,21.84667687,56.21812933,58.03370135,36.18702448,0,val
33,0,10/1/2023 0:00,10,279.19312,11.84982718,48.30332606,50.03024497,38.18041779,0,val
33,0,11/1/2023 0:00,2,389.341756,10.16786749,46.03472522,47.92442681,37.75655932,0,val
33,0,1/1/2024 0:00,2,418.168222,10.18123926,48.82866,51.05152148,40.87028222,0,val
33,0,2/1/2024 0:00,2,317.057669,10.15796315,48.26522322,50.41988147,40.26191833,0,val
34,0,12/1/2022 0:00,5,278.339596,19.99755124,47.97307126,49.83056677,29.83301553,0,model
34,0,1/1/2023 0:00,8,304.235741,19.99948743,45.62878325,47.51836223,27.5188748,0,model
34,0,2/1/2023 0:00,8,368.503398,20.00560194,46.0758356,48.11399417,28.10839223,0,model
34,0,3/1/2023 0:00,6,314.029935,12.22788026,43.13066739,45.37995469,33.15207443,0,model
34,0,5/1/2023 0:00,19,254.379477,18.06904478,50.89877695,54.09679291,36.02774813,0,model
34,0,9/1/2023 0:00,18,297.726666,21.71434359,54.17170897,57.35224103,35.63789744,0,val
34,0,10/1/2023 0:00,10,286.54217,11.51594484,45.5338446,48.6478274,37.13188256,0,val
34,0,11/1/2023 0:00,2,396.033388,10.10486644,43.33857485,46.28914691,36.18428047,0,val
34,0,1/1/2024 0:00,2,413.646731,10.08230804,43.21025461,45.197426,35.11511796,0,val
34,0,2/1/2024 0:00,1,304.039836,10.09374533,42.86668224,45.08021612,34.98647079,0,val
35,0,10/1/2022 0:00,15,166.419626,22.39873031,49.51919329,50.88809212,28.48936182,0,model
35,0,12/1/2022 0:00,8,222.428085,20.00058816,46.24081472,47.47844332,27.47785516,0,model
35,0,1/1/2023 0:00,8,251.576454,20.00352078,46.42867528,47.83848292,27.83496214,0,model
35,0,2/1/2023 0:00,10,250.084381,20.00665803,46.85443408,48.33410437,28.32744634,0,model
35,0,3/1/2023 0:00,9,220.900582,19.9986932,46.48971251,47.91733883,27.91864563,0,model
35,0,10/1/2023 0:00,12,162.428726,13.61389829,47.061429,48.6358028,35.0219045,0,val
35,0,12/1/2023 0:00,5,265.20143,10.98670111,44.11195089,45.65643561,34.6697345,0,val
35,0,1/1/2024 0:00,3,263.777549,10.79848415,44.626984,46.18760668,35.38912254,0,val
35,0,2/1/2024 0:00,3,234.775582,10.84229571,44.54383027,46.10582086,35.26352515,0,val
36,0,10/1/2022 0:00,15,197.57,23.06563214,56.21571806,58.68446786,35.61883571,0,model
36,0,12/1/2022 0:00,7,261.868539,20.01961236,50.09226654,53.17149251,33.15188015,0,model
36,0,1/1/2023 0:00,7,283.303554,20.00923104,50.23648196,53.44506754,33.43583649,0,model
36,0,2/1/2023 0:00,10,281.342701,20.03621487,50.38546731,53.62737443,33.59115956,0,model
36,0,3/1/2023 0:00,9,253.391884,20.01428336,49.8540729,53.161011,33.14672765,0,model
36,0,10/1/2023 0:00,12,250.495,14.688555,49.60978722,52.817885,38.12933,0,val
36,0,1/1/2024 0:00,3,272.961196,11.13710427,47.02605195,50.3104,39.17329573,0,val
36,0,2/1/2024 0:00,4,252.089925,10.91170222,46.43687029,49.67815259,38.76645037,0,val
37,0,10/1/2022 0:00,15,165.874742,23.1504768,49.71388789,52.72112758,29.57065077,0,model
37,0,12/1/2022 0:00,7,216.09963,20.01114409,46.49410974,49.67938547,29.66824138,0,model
37,0,1/1/2023 0:00,7,243.546216,20.0125018,47.1066006,50.49785135,30.48534955,0,model
37,0,2/1/2023 0:00,10,259.699687,20.02724824,47.26565392,50.7056854,30.67843716,0,model
37,0,3/1/2023 0:00,9,240.006835,20.01750127,47.13262363,50.58452911,30.56702785,0,model
37,0,10/1/2023 0:00,12,170.001848,14.4910418,47.63055993,50.85033923,36.35929743,0,val
37,0,12/1/2023 0:00,4,282.671171,11.22968829,44.83409069,48.0417964,36.81210811,0,val
37,0,1/1/2024 0:00,3,255.207802,11.15991799,45.00831378,48.35563217,37.19571417,0,val
37,0,2/1/2024 0:00,4,215.70983,11.03960148,44.90712802,48.27085412,37.23125264,0,val
38,0,1/1/2023 0:00,7,966.553461,20.02170769,47.0686797,48.6848,28.66309231,0,model
38,0,2/1/2023 0:00,10,838.659225,20.04659339,47.41397963,49.00574032,28.95914692,0,model
38,0,3/1/2023 0:00,9,1079.014007,20.01699611,46.99389537,48.64985214,28.63285603,0,model
38,0,10/1/2023 0:00,13,822.174245,14.89010209,47.79975419,49.59408585,34.70398376,0,val
38,0,1/1/2024 0:00,4,681.413375,11.48207315,45.57870277,47.25929885,35.77722571,0,val
38,0,2/1/2024 0:00,3,792.45536,11.3866112,45.12460142,46.779528,35.3929168,0,val
39,0,3/1/2022 0:00,15,290.310763,20.3470274,51.34221244,53.08306262,32.73603523,0,model
40,0,10/1/2022 0:00,15,1285.497865,23.98796388,52.9083368,56.20224138,32.2142775,0,model
40,0,12/1/2022 0:00,7,366.138528,20.01283713,48.02654544,51.26219965,31.24936252,0,model
40,0,1/1/2023 0:00,7,692.402693,20.01910606,48.19844688,51.40452525,31.38541919,0,model
40,0,2/1/2023 0:00,10,861.014048,20.1430542,48.38365265,51.54057743,31.39752323,0,model
40,0,10/1/2023 0:00,12,814.165358,14.92473971,48.20660106,51.43276555,36.50802584,0,val
40,0,1/1/2024 0:00,3,724.878932,11.71404766,45.59379896,48.81601525,37.10196759,0,val
40,0,2/1/2024 0:00,3,848.299876,11.29512871,44.79695586,47.90912005,36.61399134,0,val
41,0,8/1/2022 0:00,28,624.730645,32.67140074,69.85198015,72.87729404,40.2058933,0,model
41,0,12/1/2022 0:00,6,603.329742,19.99749697,46.9502175,49.62876555,29.63126859,0,model
41,0,1/1/2023 0:00,10,650.255678,19.99963506,47.10260603,49.91966428,29.92002922,0,model
41,0,2/1/2023 0:00,9,777.670493,20.00207982,47.64580558,50.53000897,30.52792915,0,model
41,0,3/1/2023 0:00,6,393.182802,12.11765711,45.00657915,48.11040446,35.99274735,0,model
41,0,10/1/2023 0:00,10,324.983641,11.99583357,47.00205263,50.22523186,38.22939829,0,val
41,0,11/1/2023 0:00,4,416.439771,10.22844346,44.13531837,47.25333545,37.02489199,0,val
41,0,12/1/2023 0:00,1,450.300168,10.13333221,44.81474368,48.00279933,37.86946712,0,val
41,0,1/1/2024 0:00,4,433.404637,10.34831232,45.99379018,49.25899783,38.91068551,0,val
41,0,2/1/2024 0:00,4,431.369097,10.37179514,45.82167351,49.05954774,38.6877526,0,val
42,0,8/1/2022 0:00,28,644.52915,32.47288627,63.53749383,66.96988889,34.49700261,0,model
42,0,10/1/2022 0:00,15,544.18633,21.85435331,67.64517712,72.78673607,50.93238275,2,model
